"r_w [mm]","Freq [GHz]","dB(S(Port1,Port1)) []"
1.10038752996683,4.015,-25.0270727541811
1.10038752996683,4.02,-25.0082278080553
1.10038752996683,4.025,-24.9894692082578
1.10038752996683,4.03,-24.9707969578036
1.10038752996683,4.035,-24.9522110579373
1.10038752996683,4.04,-24.9337115081184
1.10038752996683,4.045,-24.9152983060061
1.10038752996683,4.05,-24.8969714474436
1.10038752996683,4.055,-24.8787309264442
1.10038752996683,4.06,-24.8605767351755
1.10038752996683,4.065,-24.8425088639458
1.10038752996683,4.07,-24.8245273011889
1.10038752996683,4.075,-24.8066320334505
1.10038752996683,4.08,-24.7888230453735
1.10038752996683,4.085,-24.7711003196849
1.10038752996683,4.09,-24.7534638371813
1.10038752996683,4.095,-24.7359135767158
1.10038752996683,4.1,-24.718449515185
1.10038752996683,4.105,-24.7010716275151
1.10038752996683,4.11,-24.6837798866497
1.10038752996683,4.115,-24.6665742635367
1.10038752996683,4.12,-24.6494547271162
1.10038752996683,4.125,-24.6324212443076
1.10038752996683,4.13,-24.6154737799981
1.10038752996683,4.135,-24.5986122970309
1.10038752996683,4.14,-24.581836756193
1.10038752996683,4.145,-24.5651471162047
1.10038752996683,4.15,-24.5485433337076
1.10038752996683,4.155,-24.5320253632543
1.10038752996683,4.16,-24.5155931572978
1.10038752996683,4.165,-24.4992466661805
1.10038752996683,4.17,-24.482985838125
1.10038752996683,4.175,-24.4668106192231
1.10038752996683,4.18,-24.4507209534273
1.10038752996683,4.185,-24.4347167825407
1.10038752996683,4.19,-24.4187980462082
1.10038752996683,4.195,-24.4029646819076
1.10038752996683,4.2,-24.3872166249411
1.10038752996683,4.205,-24.3715538084271
1.10038752996683,4.21,-24.3559761632922
1.10038752996683,4.215,-24.3404836182633
1.10038752996683,4.22,-24.3250760998607
1.10038752996683,4.225,-24.3097535323904
1.10038752996683,4.23,-24.2945158379375
1.10038752996683,4.235,-24.27936293636
1.10038752996683,4.24,-24.264294745282
1.10038752996683,4.245,-24.2493111800882
1.10038752996683,4.25,-24.2344121539183
1.10038752996683,4.255,-24.2195975776614
1.10038752996683,4.26,-24.2048673599511
1.10038752996683,4.265,-24.1902214071609
1.10038752996683,4.27,-24.1756596234
1.10038752996683,4.275,-24.1611819105088
1.10038752996683,4.28,-24.1467881680555
1.10038752996683,4.285,-24.1324782933326
1.10038752996683,4.29,-24.1182521813536
1.10038752996683,4.295,-24.1041097248507
1.10038752996683,4.3,-24.0900508142718
1.10038752996683,4.305,-24.0760753377789
1.10038752996683,4.31,-24.0621831812458
1.10038752996683,4.315,-24.0483742282571
1.10038752996683,4.32,-24.0346483601066
1.10038752996683,4.325,-24.0210054557971
1.10038752996683,4.33,-24.0074453920392
1.10038752996683,4.335,-23.993968043252
1.10038752996683,4.34,-23.9805732815623
1.10038752996683,4.345,-23.9672609768063
1.10038752996683,4.35,-23.9540309965293
1.10038752996683,4.355,-23.9408832059879
1.10038752996683,4.36,-23.9278174681508
1.10038752996683,4.365,-23.9148336437013
1.10038752996683,4.37,-23.9019315910389
1.10038752996683,4.375,-23.8891111662823
1.10038752996683,4.38,-23.8763722232723
1.10038752996683,4.385,-23.8637146135747
1.10038752996683,4.39,-23.851138186484
1.10038752996683,4.395,-23.8386427890276
1.10038752996683,4.4,-23.8262282659695
1.10038752996683,4.405,-23.8138944598155
1.10038752996683,4.41,-23.8016412108175
1.10038752996683,4.415,-23.789468356979
1.10038752996683,4.42,-23.7773757340608
1.10038752996683,4.425,-23.7653631755869
1.10038752996683,4.43,-23.7534305128502
1.10038752996683,4.435,-23.74157757492
1.10038752996683,4.44,-23.7298041886479
1.10038752996683,4.445,-23.7181101786757
1.10038752996683,4.45,-23.7064953674428
1.10038752996683,4.455,-23.6949595751938
1.10038752996683,4.46,-23.683502619987
1.10038752996683,4.465,-23.6721243177029
1.10038752996683,4.47,-23.6608244820525
1.10038752996683,4.475,-23.6496029245872
1.10038752996683,4.48,-23.6384594547078
1.10038752996683,4.485,-23.6273938796744
1.10038752996683,4.49,-23.6164060046162
1.10038752996683,4.495,-23.6054956325424
1.10038752996683,4.5,-23.5946625643524
1.10038752996683,4.505,-23.5839065988471
1.10038752996683,4.51,-23.5732275327399
1.10038752996683,4.515,-23.5626251606685
1.10038752996683,4.52,-23.5520992752068
1.10038752996683,4.525,-23.5416496668768
1.10038752996683,4.53,-23.5312761241613
1.10038752996683,4.535,-23.5209784335165
1.10038752996683,4.54,-23.5107563793852
1.10038752996683,4.545,-23.5006097442097
1.10038752996683,4.55,-23.4905383084459
1.10038752996683,4.555,-23.4805418505765
1.10038752996683,4.56,-23.4706201471259
1.10038752996683,4.565,-23.4607729726736
1.10038752996683,4.57,-23.4510000998699
1.10038752996683,4.575,-23.4413012994497
1.10038752996683,4.58,-23.4316763402485
1.10038752996683,4.585,-23.4221249892174
1.10038752996683,4.59,-23.4126470114388
1.10038752996683,4.595,-23.403242170142
1.10038752996683,4.6,-23.3939102267199
1.10038752996683,4.605,-23.3846509407448
1.10038752996683,4.61,-23.3754640699852
1.10038752996683,4.615,-23.3663493704227
1.10038752996683,4.62,-23.3573065962688
1.10038752996683,4.625,-23.348335499982
1.10038752996683,4.63,-23.3394358322858
1.10038752996683,4.635,-23.3306073421858
1.10038752996683,4.64,-23.3218497769878
1.10038752996683,4.645,-23.3131628823159
1.10038752996683,4.65,-23.3045464021306
1.10038752996683,4.655,-23.2960000787472
1.10038752996683,4.66,-23.2875236528548
1.10038752996683,4.665,-23.2791168635344
1.10038752996683,4.67,-23.2707794482788
1.10038752996683,4.675,-23.2625111430108
1.10038752996683,4.68,-23.2543116821033
1.10038752996683,4.685,-23.2461807983983
1.10038752996683,4.69,-23.2381182232266
1.10038752996683,4.695,-23.2301236864279
1.10038752996683,4.7,-23.2221969163704
1.10038752996683,4.705,-23.214337639971
1.10038752996683,4.71,-23.2065455827153
1.10038752996683,4.715,-23.1988204686786
1.10038752996683,4.72,-23.1911620205455
1.10038752996683,4.725,-23.1835699596313
1.10038752996683,4.73,-23.176044005902
1.10038752996683,4.735,-23.1685838779958
1.10038752996683,4.74,-23.1611892932436
1.10038752996683,4.745,-23.1538599676902
1.10038752996683,4.75,-23.1465956161155
1.10038752996683,4.755,-23.1393959520558
1.10038752996683,4.76,-23.1322606878247
1.10038752996683,4.765,-23.125189534535
1.10038752996683,4.77,-23.1181822021203
1.10038752996683,4.775,-23.1112383993558
1.10038752996683,4.78,-23.104357833881
1.10038752996683,4.785,-23.0975402122206
1.10038752996683,4.79,-23.0907852398064
1.10038752996683,4.795,-23.0840926209996
1.10038752996683,4.8,-23.0774620591122
1.10038752996683,4.805,-23.0708932564291
1.10038752996683,4.81,-23.06438591423
1.10038752996683,4.815,-23.0579397328117
1.10038752996683,4.82,-23.0515544115095
1.10038752996683,4.825,-23.0452296487201
1.10038752996683,4.83,-23.038965141923
1.10038752996683,4.835,-23.032760587703
1.10038752996683,4.84,-23.0266156817721
1.10038752996683,4.845,-23.020530118992
1.10038752996683,4.85,-23.0145035933957
1.10038752996683,4.855,-23.00853579821
1.10038752996683,4.86,-23.0026264258778
1.10038752996683,4.865,-22.9967751680798
1.10038752996683,4.87,-22.9909817157568
1.10038752996683,4.875,-22.985245759132
1.10038752996683,4.88,-22.9795669877329
1.10038752996683,4.885,-22.9739450904132
1.10038752996683,4.89,-22.9683797553753
1.10038752996683,4.895,-22.962870670192
1.10038752996683,4.9,-22.9574175218282
1.10038752996683,4.905,-22.9520199966634
1.10038752996683,4.91,-22.9466777805132
1.10038752996683,4.915,-22.9413905586513
1.10038752996683,4.92,-22.9361580158311
1.10038752996683,4.925,-22.9309798363076
1.10038752996683,4.93,-22.925855703859
1.10038752996683,4.935,-22.9207853018081
1.10038752996683,4.94,-22.9157683130443
1.10038752996683,4.945,-22.9108044200447
1.10038752996683,4.95,-22.9058933048955
1.10038752996683,4.955,-22.9010346493134
1.10038752996683,4.96,-22.8962281346669
1.10038752996683,4.965,-22.8914734419971
1.10038752996683,4.97,-22.8867702520393
1.10038752996683,4.975,-22.8821182452435
1.10038752996683,4.98,-22.8775171017956
1.10038752996683,4.985,-22.8729665016377
1.10038752996683,4.99,-22.8684661244893
1.10038752996683,4.995,-22.8640156498678
1.10038752996683,5,-22.8596147571084
1.10038752996683,5.005,-22.8552631253851
1.10038752996683,5.01,-22.8509604337308
1.10038752996683,5.015,-22.8467063610571
1.10038752996683,5.02,-22.8425005861746
1.10038752996683,5.025,-22.8383427878128
1.10038752996683,5.03,-22.8342326446396
1.10038752996683,5.035,-22.8301698352811
1.10038752996683,5.04,-22.8261540383414
1.10038752996683,5.045,-22.8221849324213
1.10038752996683,5.05,-22.8182621961382
1.10038752996683,5.055,-22.8143855081448
1.10038752996683,5.06,-22.8105545471483
1.10038752996683,5.065,-22.8067689919291
1.10038752996683,5.07,-22.8030285213595
1.10038752996683,5.075,-22.7993328144222
1.10038752996683,5.08,-22.7956815502289
1.10038752996683,5.085,-22.7920744080384
1.10038752996683,5.09,-22.7885110672747
1.10038752996683,5.095,-22.7849912075449
1.10038752996683,5.1,-22.7815145086571
1.10038752996683,5.105,-22.7780806506381
1.10038752996683,5.11,-22.7746893137506
1.10038752996683,5.115,-22.7713401785109
1.10038752996683,5.12,-22.7680329257058
1.10038752996683,5.125,-22.7647672364097
1.10038752996683,5.13,-22.7615427920014
1.10038752996683,5.135,-22.7583592741807
1.10038752996683,5.14,-22.7552163649853
1.10038752996683,5.145,-22.7521137468065
1.10038752996683,5.15,-22.7490511024061
1.10038752996683,5.155,-22.7460281149319
1.10038752996683,5.16,-22.7430444679335
1.10038752996683,5.165,-22.7400998453784
1.10038752996683,5.17,-22.7371939316672
1.10038752996683,5.175,-22.734326411649
1.10038752996683,5.18,-22.7314969706365
1.10038752996683,5.185,-22.728705294421
1.10038752996683,5.19,-22.7259510692871
1.10038752996683,5.195,-22.7232339820277
1.10038752996683,5.2,-22.720553719958
1.10038752996683,5.205,-22.7179099709299
1.10038752996683,5.21,-22.7153024233464
1.10038752996683,5.215,-22.712730766175
1.10038752996683,5.22,-22.710194688962
1.10038752996683,5.225,-22.7076938818454
1.10038752996683,5.23,-22.7052280355689
1.10038752996683,5.235,-22.7027968414949
1.10038752996683,5.24,-22.7003999916173
1.10038752996683,5.245,-22.6980371785746
1.10038752996683,5.25,-22.6957080956625
1.10038752996683,5.255,-22.6934124368464
1.10038752996683,5.26,-22.6911498967735
1.10038752996683,5.265,-22.6889201707853
1.10038752996683,5.27,-22.6867229549292
1.10038752996683,5.275,-22.6845579459703
1.10038752996683,5.28,-22.6824248414034
1.10038752996683,5.285,-22.6803233394638
1.10038752996683,5.29,-22.6782531391388
1.10038752996683,5.295,-22.676213940179
1.10038752996683,5.3,-22.6742054431086
1.10038752996683,5.305,-22.6722273492366
1.10038752996683,5.31,-22.670279360667
1.10038752996683,5.315,-22.6683611803094
1.10038752996683,5.32,-22.6664725118888
1.10038752996683,5.325,-22.6646130599559
1.10038752996683,5.33,-22.6627825298966
1.10038752996683,5.335,-22.6609806279421
1.10038752996683,5.34,-22.6592070611778
1.10038752996683,5.345,-22.6574615375527
1.10038752996683,5.35,-22.6557437658889
1.10038752996683,5.355,-22.6540534558902
1.10038752996683,5.36,-22.6523903181506
1.10038752996683,5.365,-22.6507540641635
1.10038752996683,5.37,-22.6491444063296
1.10038752996683,5.375,-22.6475610579653
1.10038752996683,5.38,-22.6460037333109
1.10038752996683,5.385,-22.6444721475383
1.10038752996683,5.39,-22.6429660167589
1.10038752996683,5.395,-22.6414850580309
1.10038752996683,5.4,-22.640028989367
1.10038752996683,5.405,-22.6385975297416
1.10038752996683,5.41,-22.6371903990975
1.10038752996683,5.415,-22.6358073183533
1.10038752996683,5.42,-22.6344480094097
1.10038752996683,5.425,-22.6331121951567
1.10038752996683,5.43,-22.6317995994791
1.10038752996683,5.435,-22.6305099472636
1.10038752996683,5.44,-22.6292429644044
1.10038752996683,5.445,-22.6279983778095
1.10038752996683,5.45,-22.6267759154061
1.10038752996683,5.455,-22.6255753061465
1.10038752996683,5.46,-22.6243962800135
1.10038752996683,5.465,-22.6232385680258
1.10038752996683,5.47,-22.6221019022429
1.10038752996683,5.475,-22.6209860157706
1.10038752996683,5.48,-22.6198906427653
1.10038752996683,5.485,-22.6188155184392
1.10038752996683,5.49,-22.6177603790646
1.10038752996683,5.495,-22.6167249619786
1.10038752996683,5.5,-22.6157090055869
1.10038752996683,5.505,-22.6147122493685
1.10038752996683,5.51,-22.6137344338794
1.10038752996683,5.515,-22.6127753007564
1.10038752996683,5.52,-22.6118345927211
1.10038752996683,5.525,-22.6109120535831
1.10038752996683,5.53,-22.610007428244
1.10038752996683,5.535,-22.6091204627
1.10038752996683,5.54,-22.6082509040456
1.10038752996683,5.545,-22.6073985004765
1.10038752996683,5.55,-22.6065630012926
1.10038752996683,5.555,-22.6057441569005
1.10038752996683,5.56,-22.6049417188164
1.10038752996683,5.565,-22.6041554396686
1.10038752996683,5.57,-22.6033850731998
1.10038752996683,5.575,-22.6026303742694
1.10038752996683,5.58,-22.6018910988558
1.10038752996683,5.585,-22.6011670040583
1.10038752996683,5.59,-22.6004578480988
1.10038752996683,5.595,-22.599763390324
1.10038752996683,5.6,-22.5990833912068
1.10038752996683,5.605,-22.5984176123481
1.10038752996683,5.61,-22.5977658164777
1.10038752996683,5.615,-22.5971277674562
1.10038752996683,5.62,-22.5965032302761
1.10038752996683,5.625,-22.5958919710626
1.10038752996683,5.63,-22.5952937570748
1.10038752996683,5.635,-22.5947083567067
1.10038752996683,5.64,-22.5941355394877
1.10038752996683,5.645,-22.5935750760834
1.10038752996683,5.65,-22.5930267382963
1.10038752996683,5.655,-22.592490299066
1.10038752996683,5.66,-22.5919655324697
1.10038752996683,5.665,-22.5914522137225
1.10038752996683,5.67,-22.5909501191775
1.10038752996683,5.675,-22.5904590263258
1.10038752996683,5.68,-22.5899787137964
1.10038752996683,5.685,-22.5895089613566
1.10038752996683,5.69,-22.589049549911
1.10038752996683,5.695,-22.5886002615018
1.10038752996683,5.7,-22.5881608793078
1.10038752996683,5.705,-22.5877311876447
1.10038752996683,5.71,-22.5873109719638
1.10038752996683,5.715,-22.5869000188517
1.10038752996683,5.72,-22.5864981160293
1.10038752996683,5.725,-22.5861050523512
1.10038752996683,5.73,-22.5857206178046
1.10038752996683,5.735,-22.5853446035086
1.10038752996683,5.74,-22.5849768017125
1.10038752996683,5.745,-22.5846170057953
1.10038752996683,5.75,-22.584265010264
1.10038752996683,5.755,-22.5839206107525
1.10038752996683,5.76,-22.5835836040201
1.10038752996683,5.765,-22.5832537879501
1.10038752996683,5.77,-22.5829309615482
1.10038752996683,5.775,-22.5826149249409
1.10038752996683,5.78,-22.5823054793738
1.10038752996683,5.785,-22.5820024272098
1.10038752996683,5.79,-22.5817055719276
1.10038752996683,5.795,-22.5814147181192
1.10038752996683,5.8,-22.5811296714884
1.10038752996683,5.805,-22.5808502388487
1.10038752996683,5.81,-22.580576228121
1.10038752996683,5.815,-22.5803074483319
1.10038752996683,5.82,-22.5800437096109
1.10038752996683,5.825,-22.5797848231887
1.10038752996683,5.83,-22.5795306013943
1.10038752996683,5.835,-22.5792808576532
1.10038752996683,5.84,-22.5790354064846
1.10038752996683,5.845,-22.5787940634987
1.10038752996683,5.85,-22.5785566453948
1.10038752996683,5.855,-22.5783229699581
1.10038752996683,5.86,-22.5780928560572
1.10038752996683,5.865,-22.5778661236415
1.10038752996683,5.87,-22.5776425937385
1.10038752996683,5.875,-22.5774220884506
1.10038752996683,5.88,-22.5772044309526
1.10038752996683,5.885,-22.5769894454888
1.10038752996683,5.89,-22.5767769573698
1.10038752996683,5.895,-22.5765667929696
1.10038752996683,5.9,-22.5763587797228
1.10038752996683,5.905,-22.5761527461211
1.10038752996683,5.91,-22.5759485217106
1.10038752996683,5.915,-22.575745937088
1.10038752996683,5.92,-22.5755448238984
1.10038752996683,5.925,-22.5753450148309
1.10038752996683,5.93,-22.5751463436161
1.10038752996683,5.935,-22.5749486450227
1.10038752996683,5.94,-22.5747517548538
1.10038752996683,5.945,-22.5745555099435
1.10038752996683,5.95,-22.5743597481541
1.10038752996683,5.955,-22.5741643083718
1.10038752996683,5.96,-22.5739690305039
1.10038752996683,5.965,-22.5737737554745
1.10038752996683,5.97,-22.573578325222
1.10038752996683,5.975,-22.5733825826945
1.10038752996683,5.98,-22.5731863718466
1.10038752996683,5.985,-22.572989537636
1.10038752996683,5.99,-22.5727919260191
1.10038752996683,5.995,-22.5725933839483
1.10038752996683,6,-22.5723937593673
1.1075946168199,0.5,-45.0340451729565
1.1075946168199,0.505,-44.945981040147
1.1075946168199,0.51,-44.8587515183786
1.1075946168199,0.515,-44.7723400268838
1.1075946168199,0.52,-44.6867304653999
1.1075946168199,0.525,-44.6019071958048
1.1075946168199,0.53,-44.5178550246211
1.1075946168199,0.535,-44.4345591863408
1.1075946168199,0.54,-44.3520053275245
1.1075946168199,0.545,-44.2701794916327
1.1075946168199,0.55,-44.1890681045484
1.1075946168199,0.555,-44.1086579607543
1.1075946168199,0.56,-44.0289362101294
1.1075946168199,0.565,-43.9498903453308
1.1075946168199,0.57,-43.8715081897319
1.1075946168199,0.575,-43.7937778858858
1.1075946168199,0.58,-43.7166878844886
1.1075946168199,0.585,-43.6402269338142
1.1075946168199,0.59,-43.5643840696004
1.1075946168199,0.595,-43.4891486053596
1.1075946168199,0.6,-43.414510123095
1.1075946168199,0.605,-43.3404584644025
1.1075946168199,0.61,-43.2669837219368
1.1075946168199,0.615,-43.1940762312272
1.1075946168199,0.62,-43.1217265628233
1.1075946168199,0.625,-43.0499255147566
1.1075946168199,0.63,-42.9786641053015
1.1075946168199,0.635,-42.9079335660228
1.1075946168199,0.64,-42.8377253350952
1.1075946168199,0.645,-42.7680310508833
1.1075946168199,0.65,-42.6988425457682
1.1075946168199,0.655,-42.6301518402112
1.1075946168199,0.66,-42.5619511370431
1.1075946168199,0.665,-42.4942328159685
1.1075946168199,0.67,-42.426989428276
1.1075946168199,0.675,-42.3602136917452
1.1075946168199,0.68,-42.2938984857407
1.1075946168199,0.685,-42.2280368464868
1.1075946168199,0.69,-42.1626219625132
1.1075946168199,0.695,-42.0976471702653
1.1075946168199,0.7,-42.0331059498716
1.1075946168199,0.705,-41.9689919210622
1.1075946168199,0.71,-41.9052988392305
1.1075946168199,0.715,-41.8420205916342
1.1075946168199,0.72,-41.7791511937275
1.1075946168199,0.725,-41.7166847856213
1.1075946168199,0.73,-41.6546156286639
1.1075946168199,0.735,-41.5929381021392
1.1075946168199,0.74,-41.5316467000767
1.1075946168199,0.745,-41.4707360281682
1.1075946168199,0.75,-41.4102008007887
